prompt_family	perturbation_type	layer	position_label	feature_id	ascii_activation	perturbation_activation	delta	abs_delta	ascii_rank	perturbation_rank	ascii_present	perturbation_present	ascii_prompt_id	perturbation_prompt_id	ascii_prompt_token_count	perturbation_prompt_token_count	token_count_delta_vs_ascii
original_hum	ascii_original	26	final_prompt_token	599	0.26421117782592773	0.26421117782592773	0.0	0.0	14	14	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	1626	0.42868274450302124	0.42868274450302124	0.0	0.0	4	4	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	2722	0.18328024446964264	0.18328024446964264	0.0	0.0	35	35	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	2938	1.5165886878967285	1.5165886878967285	0.0	0.0	1	1	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	3241	0.39762821793556213	0.39762821793556213	0.0	0.0	6	6	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	3271	0.1778457760810852	0.1778457760810852	0.0	0.0	39	39	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	4795	0.15955334901809692	0.15955334901809692	0.0	0.0	46	46	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	5257	0.24086657166481018	0.24086657166481018	0.0	0.0	19	19	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	6021	0.2518101930618286	0.2518101930618286	0.0	0.0	16	16	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	6194	0.3265438377857208	0.3265438377857208	0.0	0.0	11	11	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	6429	0.28714343905448914	0.28714343905448914	0.0	0.0	12	12	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	6593	0.17148388922214508	0.17148388922214508	0.0	0.0	44	44	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	7108	0.17276988923549652	0.17276988923549652	0.0	0.0	43	43	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	7163	0.18945331871509552	0.18945331871509552	0.0	0.0	31	31	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	7982	0.22221095860004425	0.22221095860004425	0.0	0.0	23	23	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	8216	0.17607000470161438	0.17607000470161438	0.0	0.0	40	40	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	8418	0.17841987311840057	0.17841987311840057	0.0	0.0	38	38	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	8882	0.17877648770809174	0.17877648770809174	0.0	0.0	37	37	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	9745	0.1738123893737793	0.1738123893737793	0.0	0.0	41	41	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	11256	0.3714236319065094	0.3714236319065094	0.0	0.0	8	8	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	11456	0.17288172245025635	0.17288172245025635	0.0	0.0	42	42	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	12320	0.21982868015766144	0.21982868015766144	0.0	0.0	24	24	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	13061	0.20255284011363983	0.20255284011363983	0.0	0.0	27	27	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	13916	0.20334245264530182	0.20334245264530182	0.0	0.0	26	26	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	13935	0.33480870723724365	0.33480870723724365	0.0	0.0	9	9	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	14614	0.18283355236053467	0.18283355236053467	0.0	0.0	36	36	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	15076	0.18733566999435425	0.18733566999435425	0.0	0.0	33	33	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	15560	0.18576200306415558	0.18576200306415558	0.0	0.0	34	34	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	15954	0.33095675706863403	0.33095675706863403	0.0	0.0	10	10	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	17394	0.2099277377128601	0.2099277377128601	0.0	0.0	25	25	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	17869	0.19256216287612915	0.19256216287612915	0.0	0.0	29	29	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	18198	0.2619461417198181	0.2619461417198181	0.0	0.0	15	15	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	18937	0.6793770790100098	0.6793770790100098	0.0	0.0	3	3	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	19335	0.1567714810371399	0.1567714810371399	0.0	0.0	49	49	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	19389	0.3767392933368683	0.3767392933368683	0.0	0.0	7	7	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	21181	0.16554288566112518	0.16554288566112518	0.0	0.0	45	45	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	23977	0.1921742558479309	0.1921742558479309	0.0	0.0	30	30	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	25001	0.2486875057220459	0.2486875057220459	0.0	0.0	17	17	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	25575	0.24138617515563965	0.24138617515563965	0.0	0.0	18	18	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	26363	0.15943516790866852	0.15943516790866852	0.0	0.0	47	47	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	26684	0.22939588129520416	0.22939588129520416	0.0	0.0	20	20	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	27342	0.22260019183158875	0.22260019183158875	0.0	0.0	22	22	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	27872	0.15484745800495148	0.15484745800495148	0.0	0.0	50	50	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	28713	0.6876921057701111	0.6876921057701111	0.0	0.0	2	2	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	29524	0.267924427986145	0.267924427986145	0.0	0.0	13	13	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	30033	0.18751904368400574	0.18751904368400574	0.0	0.0	32	32	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	30453	0.19626596570014954	0.19626596570014954	0.0	0.0	28	28	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	31908	0.4130459427833557	0.4130459427833557	0.0	0.0	5	5	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	32454	0.1574060618877411	0.1574060618877411	0.0	0.0	48	48	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token	32698	0.2284238040447235	0.2284238040447235	0.0	0.0	21	21	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	704	0.2613154947757721	0.2613154947757721	0.0	0.0	14	14	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	799	2.0849788188934326	2.0849788188934326	0.0	0.0	1	1	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	1659	0.16034561395645142	0.16034561395645142	0.0	0.0	45	45	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	2938	1.0453124046325684	1.0453124046325684	0.0	0.0	2	2	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	4844	0.16514423489570618	0.16514423489570618	0.0	0.0	43	43	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	5257	0.22263261675834656	0.22263261675834656	0.0	0.0	25	25	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	6593	0.1902092844247818	0.1902092844247818	0.0	0.0	32	32	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	7506	0.17481431365013123	0.17481431365013123	0.0	0.0	36	36	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	7982	0.26551687717437744	0.26551687717437744	0.0	0.0	13	13	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	8216	0.22875705361366272	0.22875705361366272	0.0	0.0	23	23	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	8882	0.23224426805973053	0.23224426805973053	0.0	0.0	20	20	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	8891	0.21474391222000122	0.21474391222000122	0.0	0.0	27	27	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	9241	0.24169208109378815	0.24169208109378815	0.0	0.0	17	17	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	9990	0.23132158815860748	0.23132158815860748	0.0	0.0	22	22	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	10265	0.1704370677471161	0.1704370677471161	0.0	0.0	41	41	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	10709	0.19084370136260986	0.19084370136260986	0.0	0.0	31	31	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	10764	0.15153810381889343	0.15153810381889343	0.0	0.0	50	50	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	11256	0.3408229649066925	0.3408229649066925	0.0	0.0	5	5	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	13916	0.1931859254837036	0.1931859254837036	0.0	0.0	30	30	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	15076	0.20724529027938843	0.20724529027938843	0.0	0.0	28	28	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	16041	0.1622762382030487	0.1622762382030487	0.0	0.0	44	44	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	16439	0.30100175738334656	0.30100175738334656	0.0	0.0	9	9	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	16475	0.22713349759578705	0.22713349759578705	0.0	0.0	24	24	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	16706	0.598991870880127	0.598991870880127	0.0	0.0	3	3	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	16793	0.15720468759536743	0.15720468759536743	0.0	0.0	46	46	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	17164	0.1829492151737213	0.1829492151737213	0.0	0.0	34	34	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	17869	0.1889125108718872	0.1889125108718872	0.0	0.0	33	33	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	18977	0.17101836204528809	0.17101836204528809	0.0	0.0	40	40	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	19389	0.3204427659511566	0.3204427659511566	0.0	0.0	7	7	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	19850	0.28381407260894775	0.28381407260894775	0.0	0.0	12	12	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	20031	0.2509620487689972	0.2509620487689972	0.0	0.0	16	16	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	22353	0.23205679655075073	0.23205679655075073	0.0	0.0	21	21	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	22922	0.17136210203170776	0.17136210203170776	0.0	0.0	39	39	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	23071	0.23368534445762634	0.23368534445762634	0.0	0.0	19	19	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	25001	0.29920151829719543	0.29920151829719543	0.0	0.0	10	10	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	26262	0.16707271337509155	0.16707271337509155	0.0	0.0	42	42	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	26598	0.23765140771865845	0.23765140771865845	0.0	0.0	18	18	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	26684	0.3267297148704529	0.3267297148704529	0.0	0.0	6	6	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	27263	0.15293630957603455	0.15293630957603455	0.0	0.0	48	48	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	27342	0.49847736954689026	0.49847736954689026	0.0	0.0	4	4	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	27461	0.1745932400226593	0.1745932400226593	0.0	0.0	37	37	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	29065	0.26044073700904846	0.26044073700904846	0.0	0.0	15	15	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	29171	0.2880919575691223	0.2880919575691223	0.0	0.0	11	11	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	29472	0.21717436611652374	0.21717436611652374	0.0	0.0	26	26	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
