family	variant	layer	position_label	metric	n	mean	std_population	min	max
hum_processing	d_dot_high_impact_control	14	final_prompt_token	residual_l2_vs_ascii	3	0.7935630083084106	0.0	0.7935630083084106	0.7935630083084106
hum_processing	d_dot_high_impact_control	14	final_prompt_token	sae_topk_jaccard_distance_vs_ascii	3	0.27586206896551724	0.0	0.27586206896551724	0.27586206896551724
hum_processing	d_dot_high_impact_control	14	generated_token_1	residual_l2_vs_ascii	3	1.5105186700820923	0.0	1.5105186700820923	1.5105186700820923
hum_processing	d_dot_high_impact_control	14	generated_token_1	sae_topk_jaccard_distance_vs_ascii	3	0.5507246376811594	0.0	0.5507246376811594	0.5507246376811594
hum_processing	d_dot_high_impact_control	14	generated_token_16	residual_l2_vs_ascii	3	1.9151166677474976	0.0	1.9151166677474976	1.9151166677474976
hum_processing	d_dot_high_impact_control	14	generated_token_16	sae_topk_jaccard_distance_vs_ascii	3	0.8095238095238096	1.1102230246251565e-16	0.8095238095238095	0.8095238095238095
hum_processing	d_dot_high_impact_control	14	generated_token_32	residual_l2_vs_ascii	3	3.1426384449005127	0.0	3.1426384449005127	3.1426384449005127
hum_processing	d_dot_high_impact_control	14	generated_token_32	sae_topk_jaccard_distance_vs_ascii	3	0.9361702127659575	0.0	0.9361702127659575	0.9361702127659575
hum_processing	d_dot_high_impact_control	14	generated_token_64	residual_l2_vs_ascii	3	3.7485899925231934	0.0	3.7485899925231934	3.7485899925231934
hum_processing	d_dot_high_impact_control	14	generated_token_64	sae_topk_jaccard_distance_vs_ascii	3	0.98989898989899	0.0	0.98989898989899	0.98989898989899
hum_processing	d_dot_high_impact_control	14	generated_token_8	residual_l2_vs_ascii	3	1.1211135387420654	0.0	1.1211135387420654	1.1211135387420654
hum_processing	d_dot_high_impact_control	14	generated_token_8	sae_topk_jaccard_distance_vs_ascii	3	0.6301369863013699	0.0	0.6301369863013699	0.6301369863013699
hum_processing	d_dot_high_impact_control	15	final_prompt_token	residual_l2_vs_ascii	3	0.8579930663108826	0.0	0.8579930663108826	0.8579930663108826
hum_processing	d_dot_high_impact_control	15	final_prompt_token	sae_topk_jaccard_distance_vs_ascii	3	0.3870967741935483	5.551115123125783e-17	0.3870967741935484	0.3870967741935484
hum_processing	d_dot_high_impact_control	15	generated_token_1	residual_l2_vs_ascii	3	1.6622419357299805	0.0	1.6622419357299805	1.6622419357299805
hum_processing	d_dot_high_impact_control	15	generated_token_1	sae_topk_jaccard_distance_vs_ascii	3	0.6301369863013699	0.0	0.6301369863013699	0.6301369863013699
hum_processing	d_dot_high_impact_control	15	generated_token_16	residual_l2_vs_ascii	3	2.0145323276519775	0.0	2.0145323276519775	2.0145323276519775
hum_processing	d_dot_high_impact_control	15	generated_token_16	sae_topk_jaccard_distance_vs_ascii	3	0.8095238095238096	1.1102230246251565e-16	0.8095238095238095	0.8095238095238095
hum_processing	d_dot_high_impact_control	15	generated_token_32	residual_l2_vs_ascii	3	3.333113431930542	0.0	3.333113431930542	3.333113431930542
hum_processing	d_dot_high_impact_control	15	generated_token_32	sae_topk_jaccard_distance_vs_ascii	3	0.9583333333333334	0.0	0.9583333333333334	0.9583333333333334
hum_processing	d_dot_high_impact_control	15	generated_token_64	residual_l2_vs_ascii	3	3.767439365386963	0.0	3.767439365386963	3.767439365386963
hum_processing	d_dot_high_impact_control	15	generated_token_64	sae_topk_jaccard_distance_vs_ascii	3	0.9690721649484536	0.0	0.9690721649484536	0.9690721649484536
hum_processing	d_dot_high_impact_control	15	generated_token_8	residual_l2_vs_ascii	3	1.1122198104858398	0.0	1.1122198104858398	1.1122198104858398
hum_processing	d_dot_high_impact_control	15	generated_token_8	sae_topk_jaccard_distance_vs_ascii	3	0.5714285714285714	0.0	0.5714285714285714	0.5714285714285714
hum_processing	d_dot_high_impact_control	16	final_prompt_token	residual_l2_vs_ascii	3	0.838881254196167	0.0	0.838881254196167	0.838881254196167
hum_processing	d_dot_high_impact_control	16	final_prompt_token	sae_topk_jaccard_distance_vs_ascii	3	0.41269841269841273	5.551115123125783e-17	0.4126984126984127	0.4126984126984127
hum_processing	d_dot_high_impact_control	16	generated_token_1	residual_l2_vs_ascii	3	1.7999241352081299	0.0	1.7999241352081299	1.7999241352081299
hum_processing	d_dot_high_impact_control	16	generated_token_1	sae_topk_jaccard_distance_vs_ascii	3	0.6842105263157895	0.0	0.6842105263157895	0.6842105263157895
hum_processing	d_dot_high_impact_control	16	generated_token_16	residual_l2_vs_ascii	3	2.063511848449707	0.0	2.063511848449707	2.063511848449707
hum_processing	d_dot_high_impact_control	16	generated_token_16	sae_topk_jaccard_distance_vs_ascii	3	0.7804878048780489	1.1102230246251565e-16	0.7804878048780488	0.7804878048780488
hum_processing	d_dot_high_impact_control	16	generated_token_32	residual_l2_vs_ascii	3	3.448329448699951	0.0	3.448329448699951	3.448329448699951
hum_processing	d_dot_high_impact_control	16	generated_token_32	sae_topk_jaccard_distance_vs_ascii	3	0.9690721649484536	0.0	0.9690721649484536	0.9690721649484536
hum_processing	d_dot_high_impact_control	16	generated_token_64	residual_l2_vs_ascii	3	3.9084532260894775	0.0	3.9084532260894775	3.9084532260894775
hum_processing	d_dot_high_impact_control	16	generated_token_64	sae_topk_jaccard_distance_vs_ascii	3	0.9795918367346937	1.1102230246251565e-16	0.9795918367346939	0.9795918367346939
hum_processing	d_dot_high_impact_control	16	generated_token_8	residual_l2_vs_ascii	3	1.2385361194610596	0.0	1.2385361194610596	1.2385361194610596
hum_processing	d_dot_high_impact_control	16	generated_token_8	sae_topk_jaccard_distance_vs_ascii	3	0.6486486486486487	0.0	0.6486486486486487	0.6486486486486487
hum_processing	d_dot_high_impact_control	24	final_prompt_token	residual_l2_vs_ascii	3	1.0156073570251465	0.0	1.0156073570251465	1.0156073570251465
hum_processing	d_dot_high_impact_control	24	final_prompt_token	sae_topk_jaccard_distance_vs_ascii	3	0.30508474576271183	0.0	0.30508474576271183	0.30508474576271183
hum_processing	d_dot_high_impact_control	24	generated_token_1	residual_l2_vs_ascii	3	2.341083288192749	0.0	2.341083288192749	2.341083288192749
hum_processing	d_dot_high_impact_control	24	generated_token_1	sae_topk_jaccard_distance_vs_ascii	3	0.6842105263157895	0.0	0.6842105263157895	0.6842105263157895
hum_processing	d_dot_high_impact_control	24	generated_token_16	residual_l2_vs_ascii	3	3.002847909927368	0.0	3.002847909927368	3.002847909927368
hum_processing	d_dot_high_impact_control	24	generated_token_16	sae_topk_jaccard_distance_vs_ascii	3	0.7804878048780489	1.1102230246251565e-16	0.7804878048780488	0.7804878048780488
hum_processing	d_dot_high_impact_control	24	generated_token_32	residual_l2_vs_ascii	3	5.38949728012085	0.0	5.38949728012085	5.38949728012085
