prompt_id	condition_family	position_label	token_position	token_string	feature_id	activation	rank
normal_hum_original	original_normal	final_prompt_token	92	.	2938	1.5165879726409912	1
normal_hum_original	original_normal	final_prompt_token	92	.	28713	0.6876916289329529	2
normal_hum_original	original_normal	final_prompt_token	92	.	18937	0.6793763637542725	3
normal_hum_original	original_normal	final_prompt_token	92	.	1626	0.42868274450302124	4
normal_hum_original	original_normal	final_prompt_token	92	.	31908	0.41304582357406616	5
normal_hum_original	original_normal	final_prompt_token	92	.	3241	0.3976282477378845	6
normal_hum_original	original_normal	final_prompt_token	92	.	19389	0.3767392635345459	7
normal_hum_original	original_normal	final_prompt_token	92	.	11256	0.3714238405227661	8
normal_hum_original	original_normal	final_prompt_token	92	.	13935	0.3348083198070526	9
normal_hum_original	original_normal	final_prompt_token	92	.	15954	0.3309563398361206	10
normal_hum_original	original_normal	final_prompt_token	92	.	6194	0.326543927192688	11
normal_hum_original	original_normal	final_prompt_token	92	.	6429	0.2871433198451996	12
normal_hum_original	original_normal	final_prompt_token	92	.	29524	0.26792454719543457	13
normal_hum_original	original_normal	final_prompt_token	92	.	599	0.26421141624450684	14
normal_hum_original	original_normal	final_prompt_token	92	.	18198	0.26194608211517334	15
normal_hum_original	original_normal	final_prompt_token	92	.	6021	0.25181037187576294	16
normal_hum_original	original_normal	final_prompt_token	92	.	25001	0.2486872673034668	17
normal_hum_original	original_normal	final_prompt_token	92	.	25575	0.2413863241672516	18
normal_hum_original	original_normal	final_prompt_token	92	.	5257	0.24086669087409973	19
normal_hum_original	original_normal	final_prompt_token	92	.	26684	0.22939617931842804	20
normal_hum_original	original_normal	final_prompt_token	92	.	32698	0.22842353582382202	21
normal_hum_original	original_normal	final_prompt_token	92	.	27342	0.22260022163391113	22
normal_hum_original	original_normal	final_prompt_token	92	.	7982	0.22221077978610992	23
normal_hum_original	original_normal	final_prompt_token	92	.	12320	0.21982868015766144	24
normal_hum_original	original_normal	final_prompt_token	92	.	17394	0.20992770791053772	25
normal_hum_original	original_normal	final_prompt_token	92	.	13916	0.20334230363368988	26
normal_hum_original	original_normal	final_prompt_token	92	.	13061	0.2025529444217682	27
normal_hum_original	original_normal	final_prompt_token	92	.	30453	0.19626623392105103	28
normal_hum_original	original_normal	final_prompt_token	92	.	17869	0.19256234169006348	29
normal_hum_original	original_normal	final_prompt_token	92	.	23977	0.19217467308044434	30
normal_hum_original	original_normal	final_prompt_token	92	.	7163	0.18945328891277313	31
normal_hum_original	original_normal	final_prompt_token	92	.	30033	0.187518909573555	32
normal_hum_original	original_normal	final_prompt_token	92	.	15076	0.18733543157577515	33
normal_hum_original	original_normal	final_prompt_token	92	.	15560	0.18576236069202423	34
normal_hum_original	original_normal	final_prompt_token	92	.	2722	0.183280348777771	35
normal_hum_original	original_normal	final_prompt_token	92	.	14614	0.18283389508724213	36
normal_hum_original	original_normal	final_prompt_token	92	.	8882	0.17877641320228577	37
normal_hum_original	original_normal	final_prompt_token	92	.	8418	0.17841991782188416	38
normal_hum_original	original_normal	final_prompt_token	92	.	3271	0.17784570157527924	39
normal_hum_original	original_normal	final_prompt_token	92	.	8216	0.17607009410858154	40
normal_hum_original	original_normal	final_prompt_token	92	.	9745	0.17381246387958527	41
normal_hum_original	original_normal	final_prompt_token	92	.	11456	0.17288166284561157	42
normal_hum_original	original_normal	final_prompt_token	92	.	7108	0.17277000844478607	43
normal_hum_original	original_normal	final_prompt_token	92	.	6593	0.17148399353027344	44
normal_hum_original	original_normal	final_prompt_token	92	.	21181	0.16554288566112518	45
normal_hum_original	original_normal	final_prompt_token	92	.	4795	0.1595534235239029	46
normal_hum_original	original_normal	final_prompt_token	92	.	26363	0.1594351977109909	47
normal_hum_original	original_normal	final_prompt_token	92	.	32454	0.15740612149238586	48
normal_hum_original	original_normal	final_prompt_token	92	.	19335	0.15677134692668915	49
normal_hum_original	original_normal	final_prompt_token	92	.	27872	0.15484727919101715	50
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	799	2.084977865219116	1
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	2938	1.0453109741210938	2
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	16706	0.5989919304847717	3
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	27342	0.4984782040119171	4
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	11256	0.34082314372062683	5
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	26684	0.3267297148704529	6
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	19389	0.32044288516044617	7
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	32454	0.3089044988155365	8
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	16439	0.3010018467903137	9
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	25001	0.2992017865180969	10
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	29171	0.2880917191505432	11
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	19850	0.2838136553764343	12
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	7982	0.26551681756973267	13
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	704	0.2613150179386139	14
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	29065	0.26044079661369324	15
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	20031	0.2509620487689972	16
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	9241	0.24169211089611053	17
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	26598	0.23765186965465546	18
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	23071	0.23368510603904724	19
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	8882	0.23224444687366486	20
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	22353	0.23205682635307312	21
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	9990	0.2313215732574463	22
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	8216	0.22875696420669556	23
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	16475	0.22713354229927063	24
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	5257	0.22263255715370178	25
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	29472	0.21717463433742523	26
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	8891	0.21474391222000122	27
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	15076	0.2072453796863556	28
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	31420	0.19953270256519318	29
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	13916	0.19318582117557526	30
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	10709	0.1908438354730606	31
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	6593	0.19020932912826538	32
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	17869	0.1889127790927887	33
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	17164	0.18294930458068848	34
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	31836	0.1825595498085022	35
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	7506	0.17481409013271332	36
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	27461	0.17459328472614288	37
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	31784	0.17284290492534637	38
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	22922	0.17136207222938538	39
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	18977	0.171018585562706	40
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	10265	0.1704370379447937	41
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	26262	0.16707241535186768	42
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	4844	0.1651442050933838	43
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	16041	0.1622759997844696	44
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	1659	0.1603456735610962	45
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	16793	0.15720483660697937	46
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	31489	0.15497824549674988	47
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	27263	0.15293627977371216	48
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	32448	0.15181773900985718	49
normal_hum_original	original_normal	final_prompt_token_minus_1	91	check	10764	0.15153807401657104	50
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	28392	1.5184307098388672	1
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	2938	0.8096082210540771	2
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	5257	0.42437097430229187	3
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	21517	0.42271319031715393	4
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	19943	0.4156613051891327	5
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	19389	0.3685995936393738	6
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	9317	0.36173760890960693	7
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	27342	0.3597079813480377	8
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	10709	0.3332218527793884	9
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	26684	0.30951085686683655	10
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	25341	0.30142462253570557	11
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	17869	0.2953844964504242	12
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	16439	0.2934686541557312	13
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	27461	0.29284048080444336	14
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	21478	0.276646226644516	15
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	10265	0.27457195520401	16
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	31836	0.255939781665802	17
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	30453	0.25445282459259033	18
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	7468	0.24635131657123566	19
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	7982	0.2460552304983139	20
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	14675	0.2444780170917511	21
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	16859	0.22994694113731384	22
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	15954	0.22516681253910065	23
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	31433	0.22487112879753113	24
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	4795	0.2246878743171692	25
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	11256	0.22121959924697876	26
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	9563	0.21793586015701294	27
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	8418	0.21712009608745575	28
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	25077	0.21379227936267853	29
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	741	0.2137644737958908	30
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	18836	0.20740875601768494	31
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	2204	0.20412638783454895	32
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	30080	0.20385625958442688	33
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	2977	0.202886164188385	34
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	18198	0.1995558887720108	35
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	16475	0.19828161597251892	36
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	22922	0.19391903281211853	37
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	32454	0.18916469812393188	38
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	15840	0.18487846851348877	39
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	22932	0.18479743599891663	40
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	30205	0.18410338461399078	41
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	12351	0.18187032639980316	42
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	23071	0.1803325116634369	43
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	5851	0.17982865869998932	44
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	26723	0.17972123622894287	45
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	14771	0.17966654896736145	46
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	20031	0.17810547351837158	47
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	17	0.17336967587471008	48
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	26384	0.172907292842865	49
normal_hum_original	original_normal	final_prompt_token_minus_2	90	Just	7506	0.1718914657831192	50
normal_hum_original	original_normal	final_prompt_token_minus_5	87	an	4514	1.3619955778121948	1
