prompt_id	base_prompt_family	perturbation_type	position_label	token_position	token_string	feature_id	appeared_in_topk50	activation	rank	prompt_token_count
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token	92	.	2722	1	0.183280348777771	35	93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token	92	.	7108	1	0.17277000844478607	43	93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token	92	.	31784	0	0.0		93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token	92	.	23977	1	0.19217467308044434	30	93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token	92	.	9745	1	0.17381246387958527	41	93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token_minus_1	91	check	2722	0	0.0		93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token_minus_1	91	check	7108	0	0.0		93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token_minus_1	91	check	31784	1	0.17284290492534637	38	93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token_minus_1	91	check	23977	0	0.0		93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token_minus_1	91	check	9745	0	0.0		93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token_minus_2	90	Just	2722	0	0.0		93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token_minus_2	90	Just	7108	0	0.0		93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token_minus_2	90	Just	31784	0	0.0		93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token_minus_2	90	Just	23977	0	0.0		93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token_minus_2	90	Just	9745	0	0.0		93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token_minus_5	87	an	2722	0	0.0		93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token_minus_5	87	an	7108	0	0.0		93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token_minus_5	87	an	31784	1	0.1678534746170044	38	93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token_minus_5	87	an	23977	0	0.0		93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token_minus_5	87	an	9745	0	0.0		93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token_minus_10	82	now	2722	0	0.0		93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token_minus_10	82	now	7108	0	0.0		93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token_minus_10	82	now	31784	0	0.0		93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token_minus_10	82	now	23977	0	0.0		93
original_hum_ascii_original	original_hum	ascii_original	final_prompt_token_minus_10	82	now	9745	0	0.0		93
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token	123	.	2722	0	0.0		124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token	123	.	7108	0	0.0		124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token	123	.	31784	1	0.17004404962062836	40	124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token	123	.	23977	0	0.0		124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token	123	.	9745	0	0.0		124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token_minus_1	122	check	2722	0	0.0		124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token_minus_1	122	check	7108	0	0.0		124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token_minus_1	122	check	31784	1	0.1702091246843338	34	124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token_minus_1	122	check	23977	0	0.0		124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token_minus_1	122	check	9745	0	0.0		124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token_minus_2	121	Just	2722	0	0.0		124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token_minus_2	121	Just	7108	0	0.0		124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token_minus_2	121	Just	31784	0	0.0		124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token_minus_2	121	Just	23977	0	0.0		124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token_minus_2	121	Just	9745	0	0.0		124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token_minus_5	118	an	2722	0	0.0		124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token_minus_5	118	an	7108	0	0.0		124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token_minus_5	118	an	31784	1	0.14504337310791016	39	124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token_minus_5	118	an	23977	0	0.0		124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token_minus_5	118	an	9745	0	0.0		124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token_minus_10	113	now	2722	0	0.0		124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token_minus_10	113	now	7108	0	0.0		124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token_minus_10	113	now	31784	0	0.0		124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token_minus_10	113	now	23977	0	0.0		124
original_hum_d_to_dstroke	original_hum	d_to_ḑ	final_prompt_token_minus_10	113	now	9745	0	0.0		124
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token	176	.	2722	0	0.0		177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token	176	.	7108	1	0.18080273270606995	35	177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token	176	.	31784	0	0.0		177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token	176	.	23977	1	0.2969532310962677	11	177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token	176	.	9745	0	0.0		177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token_minus_1	175	ck	2722	0	0.0		177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token_minus_1	175	ck	7108	0	0.0		177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token_minus_1	175	ck	31784	1	0.1504565328359604	45	177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token_minus_1	175	ck	23977	0	0.0		177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token_minus_1	175	ck	9745	0	0.0		177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token_minus_2	174	ē	2722	0	0.0		177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token_minus_2	174	ē	7108	0	0.0		177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token_minus_2	174	ē	31784	0	0.0		177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token_minus_2	174	ē	23977	0	0.0		177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token_minus_2	174	ē	9745	0	0.0		177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token_minus_5	171	.	2722	0	0.0		177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token_minus_5	171	.	7108	0	0.0		177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token_minus_5	171	.	31784	0	0.0		177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token_minus_5	171	.	23977	0	0.0		177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token_minus_5	171	.	9745	1	0.17439500987529755	39	177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token_minus_10	166	form	2722	0	0.0		177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token_minus_10	166	form	7108	0	0.0		177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token_minus_10	166	form	31784	0	0.0		177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token_minus_10	166	form	23977	0	0.0		177
original_hum_e_to_emacron	original_hum	e_to_ē	final_prompt_token_minus_10	166	form	9745	0	0.0		177
original_hum_s_to_scedilla	original_hum	s_to_ş	final_prompt_token	135	.	2722	0	0.0		136
original_hum_s_to_scedilla	original_hum	s_to_ş	final_prompt_token	135	.	7108	0	0.0		136
